id,season,date,arena,H_team,A_team_id,A_team,A_team_id,H_score,A_score,ref1,ref2,ref3,ties,leadChange,nugget
10371,2021,2022-02-06T23:00:00.000Z,Amway Center,Orlando Magic,26,Boston Celtics,2,83,116,Marc Davis,Nick Buchert,Brandon Schwab,0,0,
10372,2021,2022-02-06T23:00:00.000Z,American Airlines Center,Dallas Mavericks,8,Atlanta Hawks,1,103,94,John Goble,Kevin Cutler,Brent Barnaky,9,6,
10373,2021,2022-02-07T00:00:00.000Z,Toyota Center,Houston Rockets,14,New Orleans Pelicans,23,107,120,Brian Forte,Jonathan Sterling,Danielle Scott,10,9,
10374,2021,2022-02-07T02:00:00.000Z,Crypto.com Arena,LA Clippers,16,Milwaukee Bucks,21,113,137,Scott Foster,Brett Nansel,Ray Acosta,3,11,
10375,2021,2022-02-08T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Toronto Raptors,38,101,116,Marc Davis,Justin Van Duyne,Brandon Adair,2,1,
10376,2021,2022-02-08T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Miami Heat,20,100,121,Derek Richardson,Eric Lewis,Mitchell Ervin,1,0,
10377,2021,2022-02-08T01:00:00.000Z,United Center,Chicago Bulls,6,Phoenix Suns,28,124,127,Leon Wood,David Guthrie,Evan Scott,2,1,
10378,2021,2022-02-08T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Golden State Warriors,11,98,110,Ed Malloy,Natalie Sago,Danielle Scott,4,5,
10379,2021,2022-02-08T02:00:00.000Z,Vivint Arena,Utah Jazz,40,New York Knicks,24,113,104,Josh Tiven,Lauren Holtkamp,Aaron Smith,9,15,
10380,2021,2022-02-09T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Phoenix Suns,28,109,114,John Goble,Eric Dalen,Brandon Adair,8,16,
10381,2021,2022-02-09T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Indiana Pacers,15,133,112,Zach Zarba,Mitchell Ervin,Justin Van Duyne,1,0,
10382,2021,2022-02-09T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,Boston Celtics,2,91,126,JB DeRosa,Pat Fraher,Andy Nagy,0,0,
10383,2021,2022-02-09T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,LA Clippers,16,135,109,Bill Kennedy,Ben Taylor,Matt Myers,6,4,
10384,2021,2022-02-09T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Houston Rockets,14,110,97,Mark Lindsay,Nick Buchert,Phenizee Ransom,0,1,
10385,2021,2022-02-09T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Detroit Pistons,10,116,86,Brian Forte,Jason Goldenberg,Jacyn Goble,5,6,
10386,2021,2022-02-09T02:00:00.000Z,Ball Arena,Denver Nuggets,9,New York Knicks,24,132,115,James Capers,Kevin Cutler,Jonathan Sterling,5,7,
10387,2021,2022-02-09T03:00:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Milwaukee Bucks,21,116,131,Josh Tiven,Scott Twardoski,Gediminas Petraitis,2,8,
10388,2021,2022-02-09T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Orlando Magic,26,95,113,Tyler Ford,Ray Acosta,Nate Green,4,9,
10389,2021,2022-02-09T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Minnesota Timberwolves,22,114,134,Brent Barnaky,Brett Nansel,Kevin Scott,5,15,
10390,2021,2022-02-10T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,San Antonio Spurs,31,105,92,Ed Malloy,Aaron Smith,Natalie Sago,0,7,
10391,2021,2022-02-10T00:30:00.000Z,Spectrum Center,Charlotte Hornets,5,Chicago Bulls,6,109,121,Michael Smith,Derek Richardson,Courtney Kirkland,3,7,
10392,2021,2022-02-10T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Toronto Raptors,38,98,117,Karl Lane,Dedric Taylor,Evan Scott,1,2,
10393,2021,2022-02-10T03:00:00.000Z,Vivint Arena,Utah Jazz,40,Golden State Warriors,11,111,85,Derrick Collins,Kane Fitzgerald,Jonathan Sterling,3,9,
10394,2021,2022-02-10T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Los Angeles Lakers,17,107,105,Brent Barnaky,Brett Nansel,Kevin Scott,10,14,
10395,2021,2022-02-10T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Minnesota Timberwolves,22,132,119,J.T. Orr,Tyler Ford,Danielle Scott,9,9,
10396,2021,2022-02-11T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Memphis Grizzlies,19,107,132,Scott Foster,Natalie Sago,Brandon Schwab,1,0,
10397,2021,2022-02-11T00:30:00.000Z,Capital One Arena,Washington Wizards,41,Brooklyn Nets,4,113,112,Mark Lindsay,Ben Taylor,Suyash Mehta,4,9,
10398,2021,2022-02-11T00:30:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Miami Heat,20,97,112,Marc Davis,Jason Goldenberg,Jacyn Goble,6,4,
10399,2021,2022-02-11T01:00:00.000Z,Toyota Center,Houston Rockets,14,Toronto Raptors,38,120,139,Bill Kennedy,Matt Myers,Gediminas Petraitis,5,7,
10400,2021,2022-02-11T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,LA Clippers,16,112,105,James Williams,Lauren Holtkamp,Mousa Dagher,1,0,
10401,2021,2022-02-11T03:00:00.000Z,Footprint Center,Phoenix Suns,28,Milwaukee Bucks,21,131,107,James Capers,Derrick Collins,Marat Kogut,9,18,
10402,2021,2022-02-11T03:00:00.000Z,Chase Center,Golden State Warriors,11,New York Knicks,24,114,116,Eric Lewis,Scott Twardoski,Nate Green,10,15,
10403,2021,2022-02-12T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Charlotte Hornets,5,119,141,Leon Wood,Nick Buchert,Karl Lane,5,6,
10404,2021,2022-02-12T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Cleveland Cavaliers,7,113,120,Ben Taylor,Dedric Taylor,Suyash Mehta,2,7,
10405,2021,2022-02-12T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Oklahoma City Thunder,25,100,87,Michael Smith,Courtney Kirkland,Phenizee Ransom,13,7,
10406,2021,2022-02-12T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,San Antonio Spurs,31,121,136,Brian Forte,Curtis Blair,John Butler,1,0,
10407,2021,2022-02-12T00:30:00.000Z,TD Garden,Boston Celtics,2,Denver Nuggets,9,108,102,Derek Richardson,Zach Zarba,Ray Acosta,8,10,
10408,2021,2022-02-12T01:00:00.000Z,United Center,Chicago Bulls,6,Minnesota Timberwolves,22,134,122,JB DeRosa,Eric Dalen,Kane Fitzgerald,17,16,
10409,2021,2022-02-12T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Orlando Magic,26,114,99,Brent Barnaky,Kevin Scott,Andy Nagy,3,1,
10410,2021,2022-02-12T22:00:00.000Z,Moda Center,Portland Trail Blazers,29,New York Knicks,24,112,103,Derrick Collins,Ed Malloy,Mousa Dagher,7,12,
10411,2021,2022-02-13T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Memphis Grizzlies,19,118,125,James Williams,Gediminas Petraitis,Jonathan Sterling,0,0,
10412,2021,2022-02-13T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Sacramento Kings,30,110,123,Josh Tiven,Ray Acosta,Jason Goldenberg,3,6,
10413,2021,2022-02-13T00:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,San Antonio Spurs,31,114,124,Bill Kennedy,Lauren Holtkamp,Brandon Schwab,0,0,
10414,2021,2022-02-13T00:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Cleveland Cavaliers,7,103,93,JB DeRosa,Scott Foster,Justin Van Duyne,0,4,
10415,2021,2022-02-13T00:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Denver Nuggets,9,109,110,Zach Zarba,Eric Dalen,Brett Nansel,7,16,
10416,2021,2022-02-13T01:00:00.000Z,FTX Arena,Miami Heat,20,Brooklyn Nets,4,115,111,Brian Forte,John Goble,Aaron Smith,4,7,
10417,2021,2022-02-13T01:00:00.000Z,United Center,Chicago Bulls,6,Oklahoma City Thunder,25,106,101,Pat Fraher,Nick Buchert,Jenna Schroeder,4,9,
10418,2021,2022-02-13T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,LA Clippers,16,97,99,Curtis Blair,Kevin Cutler,Scott Twardoski,6,14,
10419,2021,2022-02-13T01:30:00.000Z,Chase Center,Golden State Warriors,11,Los Angeles Lakers,17,117,115,James Capers,Marat Kogut,Kevin Scott,7,8,
10420,2021,2022-02-13T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Orlando Magic,26,132,105,Matt Boland,Eric Lewis,Mitchell Ervin,4,1,
10421,2021,2022-02-13T19:00:00.000Z,TD Garden,Boston Celtics,2,Atlanta Hawks,1,105,95,Kane Fitzgerald,Karl Lane,Brandon Adair,2,1,
10422,2021,2022-02-13T20:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Minnesota Timberwolves,22,120,129,Leon Wood,Derek Richardson,Marc Davis,2,5,
10423,2021,2022-02-15T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Detroit Pistons,10,103,94,James Williams,Dedric Taylor,Aaron Smith,11,8,
10424,2021,2022-02-15T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,Sacramento Kings,30,109,85,Michael Smith,Courtney Kirkland,Evan Scott,0,0,
10425,2021,2022-02-15T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Oklahoma City Thunder,25,123,127,John Goble,Ben Taylor,Phenizee Ransom,12,13,
10426,2021,2022-02-15T01:00:00.000Z,United Center,Chicago Bulls,6,San Antonio Spurs,31,120,109,Scott Foster,Brett Nansel,Lauren Holtkamp,12,19,
10427,2021,2022-02-15T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Portland Trail Blazers,29,107,122,Zach Zarba,Eric Dalen,Suyash Mehta,6,14,
10428,2021,2022-02-15T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Toronto Raptors,38,120,90,Derrick Collins,Josh Tiven,John Butler,1,0,
10429,2021,2022-02-15T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Orlando Magic,26,121,111,Pat Fraher,Mark Lindsay,Danielle Scott,0,3,
10430,2021,2022-02-15T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Houston Rockets,14,135,101,Eric Lewis,Kevin Cutler,Jenna Schroeder,0,0,
10431,2021,2022-02-15T03:30:00.000Z,Crypto.com Arena,LA Clippers,16,Golden State Warriors,11,119,104,Matt Boland,Ed Malloy,Mitchell Ervin,6,7,
10432,2021,2022-02-16T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Cleveland Cavaliers,7,124,116,Leon Wood,Kevin Scott,Phenizee Ransom,10,16,
10433,2021,2022-02-16T00:30:00.000Z,FTX Arena,Miami Heat,20,Dallas Mavericks,8,99,107,Josh Tiven,Nick Buchert,Matt Myers,7,7,
10434,2021,2022-02-16T00:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Boston Celtics,2,87,135,David Guthrie,Brian Forte,Gediminas Petraitis,0,0,
10435,2021,2022-02-16T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Indiana Pacers,15,128,119,Curtis Blair,Karl Lane,Scott Twardoski,4,8,
10436,2021,2022-02-16T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Charlotte Hornets,5,126,120,James Capers,Brent Barnaky,Andy Nagy,4,3,
10437,2021,2022-02-16T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Memphis Grizzlies,19,109,121,JB DeRosa,Scott Wall,Tyler Ford,2,1,
10438,2021,2022-02-16T03:00:00.000Z,Footprint Center,Phoenix Suns,28,LA Clippers,16,103,96,Pat Fraher,Tre Maddox,Justin Van Duyne,10,11,
10439,2021,2022-02-17T00:00:00.000Z,Amway Center,Orlando Magic,26,Atlanta Hawks,1,109,130,Courtney Kirkland,Nick Buchert,Suyash Mehta,3,5,
10440,2021,2022-02-17T00:30:00.000Z,TD Garden,Boston Celtics,2,Detroit Pistons,10,111,112,Tom Washington,John Goble,Evan Scott,15,25,
10441,2021,2022-02-17T00:30:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Washington Wizards,41,113,108,Zach Zarba,Brett Nansel,Brandon Adair,4,2,
10442,2021,2022-02-17T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Brooklyn Nets,4,106,111,Scott Foster,Natalie Sago,Jacyn Goble,3,3,
10443,2021,2022-02-17T01:00:00.000Z,United Center,Chicago Bulls,6,Sacramento Kings,30,125,118,Marc Davis,Brent Barnaky,Jonathan Sterling,5,5,
10444,2021,2022-02-17T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,Portland Trail Blazers,29,119,123,Kevin Scott,Dedric Taylor,Jason Goldenberg,6,5,
10445,2021,2022-02-17T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Toronto Raptors,38,91,103,Tony Brothers,Derrick Collins,Jenna Schroeder,4,6,
10446,2021,2022-02-17T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,San Antonio Spurs,31,106,114,Eric Lewis,Eric Dalen,Mousa Dagher,5,9,
10447,2021,2022-02-17T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Houston Rockets,14,124,121,Mark Lindsay,J.T. Orr,Danielle Scott,12,19,
10448,2021,2022-02-17T03:00:00.000Z,Chase Center,Golden State Warriors,11,Denver Nuggets,9,116,117,Bill Kennedy,Kevin Cutler,Justin Van Duyne,0,3,
10449,2021,2022-02-17T03:00:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Utah Jazz,40,106,101,Matt Boland,Ed Malloy,Mitchell Ervin,6,4,
10450,2021,2022-02-18T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Miami Heat,20,107,111,JB DeRosa,Sean Wright,Ray Acosta,6,9,
10451,2021,2022-02-18T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Dallas Mavericks,8,118,125,Michael Smith,Pat Fraher,Andy Nagy,0,0,
10452,2021,2022-02-18T01:30:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Philadelphia 76ers,27,120,123,Tony Brothers,Scott Wall,Ben Taylor,8,15,
10453,2021,2022-02-18T03:30:00.000Z,Crypto.com Arena,LA Clippers,16,Houston Rockets,14,142,111,Derek Richardson,Bennie Adams,Mark Lindsay,2,2,
10454,2021,2022-02-25T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Cleveland Cavaliers,7,106,103,JB DeRosa,Bill Kennedy,Mousa Dagher,6,7,
10455,2021,2022-02-25T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,Boston Celtics,2,106,129,David Guthrie,Mark Lindsay,Aaron Smith,0,0,
10456,2021,2022-02-25T01:00:00.000Z,United Center,Chicago Bulls,6,Atlanta Hawks,1,112,108,Marc Davis,Courtney Kirkland,Andy Nagy,6,10,
10457,2021,2022-02-25T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Memphis Grizzlies,19,119,114,Michael Smith,Pat Fraher,Jonathan Sterling,16,11,
10458,2021,2022-02-25T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Phoenix Suns,28,104,124,Rodney Mott,Bennie Adams,Derrick Collins,6,3,
10459,2021,2022-02-25T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Golden State Warriors,11,95,132,Tony Brothers,Tre Maddox,J.T. Orr,3,6,
10460,2021,2022-02-25T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Denver Nuggets,9,110,128,Scott Foster,Leon Wood,Ben Taylor,3,2,
10461,2021,2022-02-26T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Toronto Raptors,38,125,93,Eric Dalen,Kane Fitzgerald,Natalie Sago,0,0,
10462,2021,2022-02-26T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Oklahoma City Thunder,25,125,129,James Williams,Mitchell Ervin,Mousa Dagher,13,11,
10463,2021,2022-02-26T00:00:00.000Z,Amway Center,Orlando Magic,26,Houston Rockets,14,119,111,Curtis Blair,Dedric Taylor,Danielle Scott,6,3,
10464,2021,2022-02-26T00:00:00.000Z,Capital One Arena,Washington Wizards,41,San Antonio Spurs,31,153,157,JB DeRosa,Tyler Ford,Nate Green,19,26,
10465,2021,2022-02-26T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Miami Heat,20,100,115,Eric Lewis,Karl Lane,Gediminas Petraitis,1,1,
10466,2021,2022-02-26T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Philadelphia 76ers,27,102,133,Ed Malloy,Ray Acosta,Jacyn Goble,0,2,
10467,2021,2022-02-26T02:00:00.000Z,Footprint Center,Phoenix Suns,28,New Orleans Pelicans,23,102,117,Derek Richardson,Sean Wright,Ben Taylor,5,7,
10468,2021,2022-02-26T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Dallas Mavericks,8,114,109,Tom Washington,John Goble,Brandon Adair,9,8,
10469,2021,2022-02-26T03:00:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,LA Clippers,16,102,105,Zach Zarba,Brian Forte,Nick Buchert,11,17,
10470,2021,2022-02-26T17:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Boston Celtics,2,104,113,Rodney Mott,Michael Smith,Suyash Mehta,17,21,
10471,2021,2022-02-27T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Toronto Raptors,38,127,100,Bill Kennedy,Derrick Collins,John Butler,2,3,
10472,2021,2022-02-27T01:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Washington Wizards,41,92,86,Courtney Kirkland,Mitchell Ervin,Evan Scott,5,7,
10473,2021,2022-02-27T01:00:00.000Z,FTX Arena,Miami Heat,20,San Antonio Spurs,31,133,129,Scott Wall,Pat Fraher,Jason Goldenberg,10,7,
10474,2021,2022-02-27T01:00:00.000Z,United Center,Chicago Bulls,6,Memphis Grizzlies,19,110,116,Matt Boland,David Guthrie,Tre Maddox,2,3,
10475,2021,2022-02-27T01:30:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Brooklyn Nets,4,123,126,Marc Davis,Lauren Holtkamp,Tyler Ford,8,11,
10476,2021,2022-02-27T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Sacramento Kings,30,115,110,Tony Brothers,Bennie Adams,J.T. Orr,15,10,
10477,2021,2022-02-27T18:00:00.000Z,Madison Square Garden,New York Knicks,24,Philadelphia 76ers,27,109,125,Mark Lindsay,Marat Kogut,James Williams,10,11,
10478,2021,2022-02-27T20:30:00.000Z,Footprint Center,Phoenix Suns,28,Utah Jazz,40,114,118,Zach Zarba,Brian Forte,Nick Buchert,8,5,
10479,2021,2022-02-27T22:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Boston Celtics,2,128,107,JB DeRosa,Kane Fitzgerald,Ray Acosta,4,13,
10480,2021,2022-02-28T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Detroit Pistons,10,126,127,Eric Lewis,Dedric Taylor,Justin Van Duyne,16,20,
10481,2021,2022-02-28T00:00:00.000Z,Toyota Center,Houston Rockets,14,LA Clippers,16,98,99,Ed Malloy,Scott Twardoski,Jacyn Goble,8,15,
10482,2021,2022-02-28T00:30:00.000Z,Chase Center,Golden State Warriors,11,Dallas Mavericks,8,101,107,Scott Foster,Leon Wood,Ben Taylor,0,1,
10483,2021,2022-02-28T02:00:00.000Z,Moda Center,Portland Trail Blazers,29,Denver Nuggets,9,92,124,Derek Richardson,Sean Wright,Brett Nansel,2,2,
10484,2021,2022-02-28T03:00:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,New Orleans Pelicans,23,95,123,Tom Washington,John Goble,Brandon Adair,2,4,
10485,2021,2022-03-01T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Minnesota Timberwolves,22,122,127,Tony Brothers,Eric Dalen,Gediminas Petraitis,3,1,
10486,2021,2022-03-01T00:00:00.000Z,Amway Center,Orlando Magic,26,Indiana Pacers,15,119,103,Scott Wall,Marc Davis,Natalie Sago,4,5,
10487,2021,2022-03-01T00:30:00.000Z,FTX Arena,Miami Heat,20,Chicago Bulls,6,112,99,Bill Kennedy,Derrick Collins,Lauren Holtkamp,1,1,
10488,2021,2022-03-01T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,San Antonio Spurs,31,118,105,Rodney Mott,Karl Lane,Aaron Smith,2,3,
10489,2021,2022-03-01T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Charlotte Hornets,5,130,106,Courtney Kirkland,Tre Maddox,J.T. Orr,4,3,
10490,2021,2022-03-01T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Sacramento Kings,30,110,131,David Guthrie,Jacyn Goble,John Butler,6,9,
10491,2021,2022-03-02T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Detroit Pistons,10,116,113,Pat Fraher,Ray Acosta,Jonathan Sterling,11,9,
10492,2021,2022-03-02T00:30:00.000Z,TD Garden,Boston Celtics,2,Atlanta Hawks,1,107,98,Eric Lewis,Curtis Blair,Scott Twardoski,7,6,
10493,2021,2022-03-02T00:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Brooklyn Nets,4,109,108,Tony Brothers,JB DeRosa,Jason Goldenberg,9,19,
10494,2021,2022-03-02T01:00:00.000Z,Toyota Center,Houston Rockets,14,LA Clippers,16,100,113,John Goble,Brandon Adair,Phenizee Ransom,4,4,
10495,2021,2022-03-02T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Golden State Warriors,11,129,114,Zach Zarba,Nick Buchert,Justin Van Duyne,4,6,
10496,2021,2022-03-02T03:00:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Dallas Mavericks,8,104,109,Sean Wright,Brett Nansel,Tyler Ford,9,7,
10497,2021,2022-03-03T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Charlotte Hornets,5,98,119,Scott Wall,James Williams,Natalie Sago,4,7,
10498,2021,2022-03-03T00:00:00.000Z,Amway Center,Orlando Magic,26,Indiana Pacers,15,114,122,Bill Kennedy,Derrick Collins,Lauren Holtkamp,7,6,
10499,2021,2022-03-03T00:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,New York Knicks,24,123,108,James Capers,Brian Forte,J.T. Orr,6,1,
10500,2021,2022-03-03T01:00:00.000Z,Toyota Center,Houston Rockets,14,Utah Jazz,40,127,132,Derek Richardson,Tre Maddox,Brandon Schwab,7,7,
10501,2021,2022-03-03T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Miami Heat,20,120,119,Scott Foster,Leon Wood,Mark Lindsay,6,17,
10502,2021,2022-03-03T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Sacramento Kings,30,125,95,Ed Malloy,Karl Lane,Danielle Scott,5,12,
10503,2021,2022-03-03T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Oklahoma City Thunder,25,107,119,Courtney Kirkland,Matt Boland,Dedric Taylor,8,10,
10504,2021,2022-03-03T03:00:00.000Z,Footprint Center,Phoenix Suns,28,Portland Trail Blazers,29,120,90,Kane Fitzgerald,Tyler Ford,Aaron Smith,1,4,
10505,2021,2022-03-04T00:30:00.000Z,TD Garden,Boston Celtics,2,Memphis Grizzlies,19,120,107,Pat Fraher,Brian Forte,Evan Scott,2,2,
10506,2021,2022-03-04T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,Miami Heat,20,107,113,Eric Lewis,J.T. Orr,Ben Taylor,2,1,
10507,2021,2022-03-04T00:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Detroit Pistons,10,106,108,Marc Davis,John Conley,Jacyn Goble,6,4,
10508,2021,2022-03-04T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Golden State Warriors,11,122,113,Tony Brothers,Eric Dalen,Mousa Dagher,2,0,
10509,2021,2022-03-04T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Sacramento Kings,30,112,115,Sean Wright,Mitchell Ervin,Justin Van Duyne,5,2,
10510,2021,2022-03-04T03:00:00.000Z,Crypto.com Arena,LA Clippers,16,Los Angeles Lakers,17,132,111,Matt Boland,David Guthrie,Kevin Cutler,3,2,
10511,2021,2022-03-05T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Indiana Pacers,15,111,106,Derek Richardson,Ed Malloy,Marat Kogut,9,11,
10512,2021,2022-03-05T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Cleveland Cavaliers,7,125,119,Eric Lewis,Brent Barnaky,Jacyn Goble,5,5,
10513,2021,2022-03-05T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Atlanta Hawks,1,114,117,James Capers,Leon Wood,Nick Buchert,0,0,
10514,2021,2022-03-05T00:30:00.000Z,United Center,Chicago Bulls,6,Milwaukee Bucks,21,112,118,JB DeRosa,Zach Zarba,Jason Goldenberg,9,10,
10515,2021,2022-03-05T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Utah Jazz,40,124,90,Scott Wall,Bill Kennedy,Mousa Dagher,0,4,
10516,2021,2022-03-05T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Minnesota Timberwolves,22,101,138,John Goble,Nate Green,Natalie Sago,7,4,
10517,2021,2022-03-05T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Houston Rockets,14,116,101,Kane Fitzgerald,Tyler Ford,Aaron Smith,2,4,
10518,2021,2022-03-05T03:00:00.000Z,Footprint Center,Phoenix Suns,28,New York Knicks,24,115,114,David Guthrie,Dedric Taylor,Gediminas Petraitis,13,19,
10519,2021,2022-03-05T22:00:00.000Z,American Airlines Center,Dallas Mavericks,8,Sacramento Kings,30,114,113,Derrick Collins,Matt Boland,Curtis Blair,1,3,
10520,2021,2022-03-06T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,San Antonio Spurs,31,123,117,Bennie Adams,Brent Barnaky,Ben Taylor,20,34,
10521,2021,2022-03-06T01:00:00.000Z,FTX Arena,Miami Heat,20,Philadelphia 76ers,27,99,82,Michael Smith,Courtney Kirkland,Scott Twardoski,0,1,
10522,2021,2022-03-06T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,Orlando Magic,26,124,96,Tom Washington,Eric Dalen,Brandon Schwab,3,2,
10523,2021,2022-03-06T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Portland Trail Blazers,29,135,121,Marc Davis,Mitchell Ervin,John Conley,14,16,
10524,2021,2022-03-06T01:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Golden State Warriors,11,124,116,Mark Lindsay,Josh Tiven,Ray Acosta,9,9,
10525,2021,2022-03-06T18:00:00.000Z,TD Garden,Boston Celtics,2,Brooklyn Nets,4,126,120,Zach Zarba,Kevin Cutler,Nick Buchert,19,28,
10526,2021,2022-03-06T20:30:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Phoenix Suns,28,132,122,Ed Malloy,Sean Wright,Natalie Sago,12,19,
