id,season,date,arena,H_team,A_team_id,A_team,A_team_id,H_score,A_score,ref1,ref2,ref3,ties,leadChange,nugget
10212,2021,2022-01-16T01:30:00.000Z,TD Garden,Boston Celtics,2,Chicago Bulls,6,114,112,Derrick Collins,Mark Lindsay,J.T. Orr,3,7,
10213,2021,2022-01-16T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,LA Clippers,16,101,94,Michael Smith,Karl Lane,Aaron Smith,2,8,
10214,2021,2022-01-16T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Los Angeles Lakers,17,133,96,John Goble,Scott Twardoski,Dedric Taylor,6,4,
10215,2021,2022-01-16T02:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Orlando Magic,26,108,92,Sean Wright,CJ Washington,Justin Van Duyne,0,0,
10216,2021,2022-01-16T23:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Houston Rockets,14,112,118,David Guthrie,Brent Barnaky,Mousa Dagher,5,10,
10217,2021,2022-01-17T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Golden State Warriors,11,119,99,JB DeRosa,Scott Foster,Dannica Mosher,9,11,
10218,2021,2022-01-17T01:00:00.000Z,Ball Arena,Denver Nuggets,9,Utah Jazz,40,102,125,Tom Washington,Derek Richardson,John Butler,4,5,
10219,2021,2022-01-17T17:30:00.000Z,TD Garden,Boston Celtics,2,New Orleans Pelicans,23,104,92,Tre Maddox,Jason Goldenberg,Evan Scott,1,1,
10220,2021,2022-01-17T18:00:00.000Z,Madison Square Garden,New York Knicks,24,Charlotte Hornets,5,87,97,Marc Davis,J.T. Orr,Jacyn Goble,0,2,
10221,2021,2022-01-17T19:00:00.000Z,Capital One Arena,Washington Wizards,41,Philadelphia 76ers,27,117,98,James Capers,Tyler Ford,Phenizee Ransom,1,1,
10222,2021,2022-01-17T20:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Brooklyn Nets,4,114,107,Courtney Kirkland,Marat Kogut,Brett Nansel,8,16,
10223,2021,2022-01-17T20:30:00.000Z,FedExForum,Memphis Grizzlies,19,Chicago Bulls,6,119,106,Kane Fitzgerald,Ben Taylor,Matt Myers,6,5,
10224,2021,2022-01-17T20:30:00.000Z,Crypto.com Arena,LA Clippers,16,Indiana Pacers,15,139,133,John Goble,Scott Twardoski,Dedric Taylor,0,0,
10225,2021,2022-01-17T23:00:00.000Z,State Farm Arena,Atlanta Hawks,1,Milwaukee Bucks,21,121,114,Sean Wright,Curtis Blair,Gediminas Petraitis,1,3,
10226,2021,2022-01-18T00:00:00.000Z,Amway Center,Orlando Magic,26,Portland Trail Blazers,29,88,98,Zach Zarba,Ray Acosta,Robert Hussey,3,1,
10227,2021,2022-01-18T00:30:00.000Z,FTX Arena,Miami Heat,20,Toronto Raptors,38,104,99,Bill Kennedy,Mark Lindsay,Tyler Ricks,10,22,
10228,2021,2022-01-18T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Oklahoma City Thunder,25,104,102,James Williams,Mitchell Ervin,Suyash Mehta,0,0,
10229,2021,2022-01-18T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Phoenix Suns,28,107,121,Eric Dalen,Kevin Cutler,CJ Washington,9,18,
10230,2021,2022-01-18T03:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Utah Jazz,40,101,95,Michael Smith,Scott Wall,David Guthrie,9,14,
10231,2021,2022-01-19T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Minnesota Timberwolves,22,110,112,Bennie Adams,Ed Malloy,Brian Forte,6,14,
10232,2021,2022-01-19T03:00:00.000Z,Chase Center,Golden State Warriors,11,Detroit Pistons,10,102,86,Tony Brothers,Brent Barnaky,Scott Twardoski,0,1,
10233,2021,2022-01-20T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Orlando Magic,26,123,110,Tre Maddox,Aaron Smith,Jenna Schroeder,5,15,
10234,2021,2022-01-20T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Brooklyn Nets,4,118,119,Ben Taylor,Mitchell Ervin,Jonathan Sterling,1,2,
10235,2021,2022-01-20T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Minnesota Timberwolves,22,134,122,Bill Kennedy,Matt Boland,Mark Lindsay,0,1,
10236,2021,2022-01-20T00:30:00.000Z,TD Garden,Boston Celtics,2,Charlotte Hornets,5,102,111,Curtis Blair,Tyler Ford,Natalie Sago,7,11,
10237,2021,2022-01-20T00:30:00.000Z,FTX Arena,Miami Heat,20,Portland Trail Blazers,29,104,92,Courtney Kirkland,Eric Dalen,Mousa Dagher,6,15,
10238,2021,2022-01-20T01:00:00.000Z,United Center,Chicago Bulls,6,Cleveland Cavaliers,7,117,104,Zach Zarba,CJ Washington,Jacyn Goble,5,11,
10239,2021,2022-01-20T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Memphis Grizzlies,19,126,114,James Capers,Brian Forte,Brett Nansel,2,6,
10240,2021,2022-01-20T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Toronto Raptors,38,102,98,Tom Washington,Marat Kogut,Andy Nagy,7,22,
10241,2021,2022-01-20T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Oklahoma City Thunder,25,118,96,Leon Wood,Kane Fitzgerald,Justin Van Duyne,4,2,
10242,2021,2022-01-20T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Houston Rockets,14,111,116,Pat Fraher,Dedric Taylor,Brandon Schwab,0,5,
10243,2021,2022-01-20T03:00:00.000Z,Ball Arena,Denver Nuggets,9,LA Clippers,16,130,128,JB DeRosa,James Williams,Brandon Adair,10,16,
10244,2021,2022-01-20T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Detroit Pistons,10,131,133,Michael Smith,Scott Wall,John Goble,12,13,
10245,2021,2022-01-20T03:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Indiana Pacers,15,104,111,Tony Brothers,Derek Richardson,Brent Barnaky,4,5,
10246,2021,2022-01-21T00:30:00.000Z,Madison Square Garden,New York Knicks,24,New Orleans Pelicans,23,91,102,Sean Wright,Mitchell Ervin,Ray Acosta,3,2,
10247,2021,2022-01-21T00:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Phoenix Suns,28,101,109,Marc Davis,Ed Malloy,Justin Van Duyne,7,14,
10248,2021,2022-01-21T03:00:00.000Z,Chase Center,Golden State Warriors,11,Indiana Pacers,15,117,121,David Guthrie,Kevin Cutler,Brandon Schwab,13,15,
10249,2021,2022-01-22T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Oklahoma City Thunder,25,121,98,Matt Boland,Mark Lindsay,Matt Myers,1,1,
10250,2021,2022-01-22T00:00:00.000Z,Amway Center,Orlando Magic,26,Los Angeles Lakers,17,105,116,Courtney Kirkland,Marat Kogut,Lauren Holtkamp,13,12,
10251,2021,2022-01-22T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,LA Clippers,16,101,102,Zach Zarba,J.T. Orr,Gediminas Petraitis,3,4,
10252,2021,2022-01-22T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Miami Heat,20,110,108,Leon Wood,Kane Fitzgerald,Jason Goldenberg,4,5,
10253,2021,2022-01-22T00:30:00.000Z,TD Garden,Boston Celtics,2,Portland Trail Blazers,29,105,109,Bill Kennedy,Brett Nansel,Jacyn Goble,6,8,
10254,2021,2022-01-22T01:00:00.000Z,Capital One Arena,Washington Wizards,41,Toronto Raptors,38,105,109,Scott Foster,Eric Dalen,Aaron Smith,6,9,
10255,2021,2022-01-22T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Chicago Bulls,6,94,90,Josh Tiven,Natalie Sago,John Butler,15,16,
10256,2021,2022-01-22T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Brooklyn Nets,4,102,117,Tony Brothers,Tre Maddox,Danielle Scott,12,16,
10257,2021,2022-01-22T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Memphis Grizzlies,19,118,122,Scott Wall,Pat Fraher,Karl Lane,4,10,
10258,2021,2022-01-22T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Detroit Pistons,10,111,101,JB DeRosa,James Williams,Brandon Adair,8,12,
10259,2021,2022-01-22T03:00:00.000Z,Chase Center,Golden State Warriors,11,Houston Rockets,14,105,103,Michael Smith,John Goble,Evan Scott,9,9,
10260,2021,2022-01-23T01:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Oklahoma City Thunder,25,94,87,Tom Washington,Ed Malloy,J.T. Orr,7,6,
10261,2021,2022-01-23T00:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Sacramento Kings,30,133,127,Zach Zarba,Eric Dalen,John Butler,6,1,
10262,2021,2022-01-23T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Indiana Pacers,15,113,103,James Capers,JB DeRosa,Brandon Adair,3,6,
10263,2021,2022-01-23T18:00:00.000Z,Madison Square Garden,New York Knicks,24,LA Clippers,16,110,102,Matt Boland,Josh Tiven,Danielle Scott,0,0,
10264,2021,2022-01-23T20:30:00.000Z,Capital One Arena,Washington Wizards,41,Boston Celtics,2,87,116,David Guthrie,Marat Kogut,Matt Myers,0,0,
10265,2021,2022-01-23T23:00:00.000Z,FTX Arena,Miami Heat,20,Los Angeles Lakers,17,113,107,James Williams,Dedric Taylor,Phenizee Ransom,1,2,
10266,2021,2022-01-23T23:00:00.000Z,Amway Center,Orlando Magic,26,Chicago Bulls,6,114,95,Leon Wood,Tyler Ford,Aaron Smith,3,4,
10267,2021,2022-01-23T23:00:00.000Z,Scotiabank Arena,Toronto Raptors,38,Portland Trail Blazers,29,105,114,Brian Forte,Brent Barnaky,CJ Washington,0,0,
10268,2021,2022-01-24T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Atlanta Hawks,1,91,113,Sean Wright,Gediminas Petraitis,Jacyn Goble,4,1,
10269,2021,2022-01-24T00:00:00.000Z,AT&T Center,San Antonio Spurs,31,Philadelphia 76ers,27,109,115,Ben Taylor,Ray Acosta,Brandon Schwab,0,6,
10270,2021,2022-01-24T00:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Memphis Grizzlies,19,104,91,Tony Brothers,Michael Smith,Scott Twardoski,1,0,
10271,2021,2022-01-24T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Brooklyn Nets,4,136,125,Curtis Blair,Kevin Cutler,Jason Goldenberg,4,14,
10272,2021,2022-01-24T01:00:00.000Z,Ball Arena,Denver Nuggets,9,Detroit Pistons,10,117,111,Derek Richardson,Eric Lewis,Andy Nagy,8,9,
10273,2021,2022-01-24T01:30:00.000Z,Chase Center,Golden State Warriors,11,Utah Jazz,40,94,92,Bennie Adams,Pat Fraher,Karl Lane,5,7,
10274,2021,2022-01-25T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,New York Knicks,24,95,93,Scott Wall,Curtis Blair,Justin Van Duyne,14,10,
10275,2021,2022-03-04T00:00:00.000Z,State Farm Arena,Atlanta Hawks,1,Chicago Bulls,6,130,124,Tom Washington,Josh Tiven,Brandon Adair,9,13,
10276,2021,2022-01-11T01:00:00.000Z,Toyota Center,Houston Rockets,14,Philadelphia 76ers,27,91,111,Marc Davis,Eric Dalen,Jenna Schroeder,2,1,
10277,2021,2022-01-25T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Indiana Pacers,15,117,113,John Goble,Lauren Holtkamp,Tyler Ford,10,12,
10278,2021,2022-01-25T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Utah Jazz,40,115,109,JB DeRosa,Kane Fitzgerald,Jonathan Sterling,3,14,
10279,2021,2022-01-26T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Denver Nuggets,9,105,110,Leon Wood,Brent Barnaky,Mousa Dagher,2,5,
10280,2021,2022-01-26T00:00:00.000Z,Scotiabank Arena,Toronto Raptors,38,Charlotte Hornets,5,125,113,Kevin Cutler,Dedric Taylor,Danielle Scott,3,1,
10281,2021,2022-01-26T00:00:00.000Z,Capital One Arena,Washington Wizards,41,LA Clippers,16,115,116,Sean Wright,Ray Acosta,Natalie Sago,1,1,
10282,2021,2022-01-26T00:30:00.000Z,TD Garden,Boston Celtics,2,Sacramento Kings,30,128,75,James Capers,Brian Forte,CJ Washington,0,0,
10283,2021,2022-01-26T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,Los Angeles Lakers,17,96,106,Tom Washington,Matt Boland,David Guthrie,4,8,
10284,2021,2022-01-26T01:00:00.000Z,Toyota Center,Houston Rockets,14,San Antonio Spurs,31,104,134,Pat Fraher,Scott Twardoski,Gediminas Petraitis,6,8,
10285,2021,2022-01-26T03:00:00.000Z,Chase Center,Golden State Warriors,11,Dallas Mavericks,8,130,92,Eric Lewis,Tre Maddox,Jonathan Sterling,1,3,
10286,2021,2022-01-26T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Minnesota Timberwolves,22,107,109,JB DeRosa,Karl Lane,Matt Kallio,7,9,
10287,2021,2022-01-27T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Milwaukee Bucks,21,115,99,Brent Barnaky,Ben Taylor,Jenna Schroeder,2,1,
10288,2021,2022-01-27T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Charlotte Hornets,5,126,158,David Guthrie,Marat Kogut,Mousa Dagher,11,11,
10289,2021,2022-01-27T00:00:00.000Z,Amway Center,Orlando Magic,26,LA Clippers,16,102,111,Mark Lindsay,Justin Van Duyne,Natalie Sago,6,7,
10290,2021,2022-01-27T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Sacramento Kings,30,121,104,Lauren Holtkamp,Tyler Ford,Evan Scott,1,4,
10291,2021,2022-03-01T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,Toronto Raptors,38,97,133,Curtis Blair,Matt Myers,Mitchell Ervin,2,4,
10292,2021,2022-01-27T00:30:00.000Z,FTX Arena,Miami Heat,20,New York Knicks,24,110,96,John Goble,Gediminas Petraitis,Suyash Mehta,0,0,
10293,2021,2022-01-27T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Memphis Grizzlies,19,110,118,Bennie Adams,Marc Davis,Curtis Blair,2,7,
10294,2021,2022-01-29T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Denver Nuggets,9,105,116,Brent Barnaky,Natalie Sago,Phenizee Ransom,6,5,
10295,2021,2022-01-25T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Chicago Bulls,6,110,111,Derek Richardson,Marc Davis,Suyash Mehta,6,3,
10296,2021,2022-01-27T03:00:00.000Z,Vivint Arena,Utah Jazz,40,Phoenix Suns,28,97,105,Eric Lewis,Jason Goldenberg,Jacyn Goble,1,1,
10297,2021,2022-01-27T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Dallas Mavericks,8,112,132,Kane Fitzgerald,J.T. Orr,Mitchell Ervin,0,0,
10298,2021,2022-01-28T00:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Los Angeles Lakers,17,105,87,James Capers,Leon Wood,Kevin Cutler,3,5,
10299,2021,2022-01-28T03:00:00.000Z,Chase Center,Golden State Warriors,11,Minnesota Timberwolves,22,124,115,Derrick Collins,Brett Nansel,James Williams,10,7,
10300,2021,2022-01-29T00:30:00.000Z,Spectrum Center,Charlotte Hornets,5,Los Angeles Lakers,17,117,114,Tony Brothers,Bennie Adams,Tyler Ford,1,0,
10301,2021,2022-01-29T00:00:00.000Z,Amway Center,Orlando Magic,26,Detroit Pistons,10,119,103,Kevin Scott,Jonathan Sterling,John Butler,2,4,
10302,2021,2022-01-29T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Boston Celtics,2,108,92,Scott Wall,Tom Washington,Josh Tiven,5,9,
10303,2021,2022-01-29T01:00:00.000Z,FTX Arena,Miami Heat,20,LA Clippers,16,121,114,David Guthrie,Karl Lane,Matt Myers,2,1,
10304,2021,2022-01-29T01:00:00.000Z,Toyota Center,Houston Rockets,14,Portland Trail Blazers,29,110,125,Matt Boland,Ben Taylor,Evan Scott,1,2,
10305,2021,2022-01-29T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,Utah Jazz,40,119,109,Pat Fraher,Dedric Taylor,Suyash Mehta,3,8,
10306,2021,2022-01-29T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Indiana Pacers,15,110,113,Mark Lindsay,J.T. Orr,Jason Goldenberg,9,18,
10307,2021,2022-01-29T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Chicago Bulls,6,131,122,Curtis Blair,Jacyn Goble,Mousa Dagher,7,12,
10308,2021,2022-01-29T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Minnesota Timberwolves,22,134,124,Tre Maddox,Scott Twardoski,Mitchell Ervin,9,4,
10309,2021,2022-01-29T03:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,New York Knicks,24,123,108,Michael Smith,Eric Lewis,Marat Kogut,0,0,
10310,2021,2022-01-30T00:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Boston Celtics,2,97,107,Kevin Cutler,Andy Nagy,Natalie Sago,0,1,
10311,2021,2022-01-30T00:00:00.000Z,American Airlines Center,Dallas Mavericks,8,Indiana Pacers,15,132,105,JB DeRosa,Curtis Blair,Ray Acosta,1,0,
10312,2021,2022-01-30T00:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Sacramento Kings,30,103,101,James Capers,Derek Richardson,Aaron Smith,4,3,
10313,2021,2022-01-30T01:00:00.000Z,FTX Arena,Miami Heat,20,Toronto Raptors,38,120,124,Matt Boland,Kevin Scott,Jonathan Sterling,6,12,
10314,2021,2022-01-30T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,Washington Wizards,41,115,95,Derrick Collins,John Goble,Evan Scott,0,0,
10315,2021,2022-01-30T01:30:00.000Z,Chase Center,Golden State Warriors,11,Brooklyn Nets,4,110,106,Brian Forte,Kane Fitzgerald,Justin Van Duyne,12,7,
10316,2021,2022-01-30T18:00:00.000Z,State Farm Arena,Atlanta Hawks,1,Los Angeles Lakers,17,129,121,Tony Brothers,Karl Lane,John Butler,9,16,
10317,2021,2022-01-30T18:00:00.000Z,Spectrum Center,Charlotte Hornets,5,LA Clippers,16,90,115,Tom Washington,Josh Tiven,Jenna Schroeder,1,10,
10318,2021,2022-01-30T20:30:00.000Z,United Center,Chicago Bulls,6,Portland Trail Blazers,29,130,116,David Guthrie,Dedric Taylor,Robert Hussey,7,13,
10319,2021,2022-01-30T23:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Cleveland Cavaliers,7,115,105,Pat Fraher,Nick Buchert,Brandon Schwab,0,1,
10320,2021,2022-01-31T00:00:00.000Z,Amway Center,Orlando Magic,26,Dallas Mavericks,8,110,108,Bennie Adams,Ben Taylor,Ray Acosta,7,8,
10321,2021,2022-01-31T00:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Denver Nuggets,9,100,136,Marc Davis,Mark Lindsay,J.T. Orr,7,5,
10322,2021,2022-01-31T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Utah Jazz,40,126,106,Tyler Ford,Jason Goldenberg,Phenizee Ransom,2,5,
10323,2021,2022-01-31T01:00:00.000Z,Footprint Center,Phoenix Suns,28,San Antonio Spurs,31,115,110,Leon Wood,Brian Forte,James Williams,9,14,
10324,2021,2022-02-01T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,New Orleans Pelicans,23,93,90,Marc Davis,Karl Lane,Nate Green,11,7,
10325,2021,2022-02-01T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,LA Clippers,16,122,116,JB DeRosa,Pat Fraher,Nick Buchert,8,14,
10326,2021,2022-02-01T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Memphis Grizzlies,19,122,119,Matt Boland,Eric Lewis,Brent Barnaky,14,20,
10327,2021,2022-02-01T00:30:00.000Z,TD Garden,Boston Celtics,2,Miami Heat,20,122,92,Sean Wright,Marat Kogut,Aaron Smith,1,0,
10328,2021,2022-02-01T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Sacramento Kings,30,116,96,Tony Brothers,Tre Maddox,Gediminas Petraitis,2,1,
10329,2021,2022-02-01T01:00:00.000Z,Toyota Center,Houston Rockets,14,Golden State Warriors,11,108,122,Kevin Scott,Andy Nagy,Jacyn Goble,1,6,
10330,2021,2022-02-01T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Portland Trail Blazers,29,98,81,Derek Richardson,Kevin Cutler,Brett Nansel,6,1,
10331,2021,2022-02-02T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,New Orleans Pelicans,23,101,111,Josh Tiven,J.T. Orr,Scott Twardoski,9,13,
10332,2021,2022-02-01T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Toronto Raptors,38,100,106,John Goble,Matt Myers,Mitchell Ervin,8,12,
10333,2021,2022-02-02T00:30:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Washington Wizards,41,112,98,Matt Boland,James Williams,Jonathan Sterling,5,2,
10334,2021,2022-02-02T01:00:00.000Z,United Center,Chicago Bulls,6,Orlando Magic,26,126,115,James Capers,Brent Barnaky,Lauren Holtkamp,5,7,
10335,2021,2022-02-02T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Denver Nuggets,9,130,115,JB DeRosa,Brian Forte,Danielle Scott,3,6,
10336,2021,2022-02-02T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Golden State Warriors,11,120,124,Tom Washington,Mark Lindsay,Mousa Dagher,3,8,
10337,2021,2022-02-02T03:00:00.000Z,Footprint Center,Phoenix Suns,28,Brooklyn Nets,4,121,111,Curtis Blair,Dedric Taylor,Natalie Sago,5,6,
10338,2021,2022-02-03T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Orlando Magic,26,118,119,Tony Brothers,Scott Wall,Andy Nagy,4,3,
10339,2021,2022-02-03T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Washington Wizards,41,103,106,Marc Davis,Karl Lane,Nate Green,8,17,
10340,2021,2022-02-03T00:30:00.000Z,TD Garden,Boston Celtics,2,Charlotte Hornets,5,113,107,Eric Lewis,Mitchell Ervin,Phenizee Ransom,8,6,
10341,2021,2022-02-03T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Memphis Grizzlies,19,108,120,Sean Wright,J.T. Orr,Tyler Ford,1,1,
10342,2021,2022-02-03T01:00:00.000Z,Toyota Center,Houston Rockets,14,Cleveland Cavaliers,7,115,104,Courtney Kirkland,Brett Nansel,Ray Acosta,1,1,
10343,2021,2022-02-03T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Oklahoma City Thunder,25,114,120,Nick Buchert,Ben Taylor,Jonathan Sterling,9,16,
10344,2021,2022-02-03T03:00:00.000Z,Vivint Arena,Utah Jazz,40,Denver Nuggets,9,108,104,David Guthrie,Eric Dalen,Justin Van Duyne,7,8,
10345,2021,2022-02-03T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Brooklyn Nets,4,112,101,Bill Kennedy,Jacyn Goble,John Butler,4,11,
10346,2021,2022-02-03T03:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Portland Trail Blazers,29,99,94,Leon Wood,Curtis Blair,Jason Goldenberg,4,4,
10347,2021,2022-02-04T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Minnesota Timberwolves,22,117,128,Marc Davis,Marat Kogut,Andy Nagy,8,9,
10348,2021,2022-02-04T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Phoenix Suns,28,124,115,Ed Malloy,Brian Forte,Nate Green,7,9,
10349,2021,2022-02-02T00:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Miami Heat,20,110,106,Bennie Adams,Kane Fitzgerald,Gediminas Petraitis,2,5,
10350,2021,2022-02-04T03:00:00.000Z,Chase Center,Golden State Warriors,11,Sacramento Kings,30,126,114,David Guthrie,Dedric Taylor,Jason Goldenberg,1,1,
10351,2021,2022-02-04T03:00:00.000Z,Crypto.com Arena,LA Clippers,16,Los Angeles Lakers,17,111,110,Zach Zarba,Aaron Smith,Jacyn Goble,10,17,
10352,2021,2022-02-05T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Cleveland Cavaliers,7,101,102,Matt Boland,Brian Forte,Marat Kogut,8,4,
10353,2021,2022-02-05T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Boston Celtics,2,93,102,James Capers,Scott Wall,Brent Barnaky,0,0,
10354,2021,2022-02-05T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Chicago Bulls,6,115,122,John Goble,Gediminas Petraitis,Tyler Ford,2,2,
10355,2021,2022-02-05T00:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Atlanta Hawks,1,125,114,JB DeRosa,Pat Fraher,Mark Lindsay,1,1,
10356,2021,2022-02-05T03:00:00.000Z,American Airlines Center,Dallas Mavericks,8,Philadelphia 76ers,27,107,98,Courtney Kirkland,Ben Taylor,Natalie Sago,2,10,
10357,2021,2022-02-05T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Houston Rockets,14,131,106,Sean Wright,Kevin Cutler,Jonathan Sterling,4,8,
10358,2021,2022-02-05T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Brooklyn Nets,4,125,102,Derek Richardson,Zach Zarba,Ray Acosta,0,0,
10359,2021,2022-02-05T02:00:00.000Z,Ball Arena,Denver Nuggets,9,New Orleans Pelicans,23,105,113,Leon Wood,Curtis Blair,John Butler,15,18,
10360,2021,2022-02-05T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Oklahoma City Thunder,25,93,96,Scott Foster,Eric Dalen,J.T. Orr,7,13,
10361,2021,2022-02-05T22:00:00.000Z,Amway Center,Orlando Magic,26,Memphis Grizzlies,19,115,135,Kane Fitzgerald,Mitchell Ervin,Brandon Adair,1,6,
10362,2021,2022-02-06T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Miami Heat,20,86,104,Ed Malloy,Nick Buchert,Brandon Schwab,8,8,
10363,2021,2022-02-06T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Phoenix Suns,28,80,95,Tony Brothers,Tom Washington,Scott Twardoski,2,1,
10364,2021,2022-02-06T01:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,New York Knicks,24,122,115,David Guthrie,Dedric Taylor,Justin Van Duyne,5,5,
10365,2021,2022-02-06T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Milwaukee Bucks,21,108,137,Bill Kennedy,Aaron Smith,Jacyn Goble,0,4,
10366,2021,2022-02-06T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Oklahoma City Thunder,25,113,103,Bennie Adams,Josh Tiven,Lauren Holtkamp,5,2,
10367,2021,2022-02-06T20:30:00.000Z,United Center,Chicago Bulls,6,Philadelphia 76ers,27,108,119,Matt Boland,Curtis Blair,Marat Kogut,1,6,
10368,2021,2022-02-06T20:30:00.000Z,Target Center,Minnesota Timberwolves,22,Detroit Pistons,10,118,105,Zach Zarba,Eric Dalen,Matt Myers,7,17,
10369,2021,2022-02-06T20:30:00.000Z,Ball Arena,Denver Nuggets,9,Brooklyn Nets,4,124,104,Kevin Scott,Gediminas Petraitis,Tyler Ford,4,4,
10370,2021,2022-02-06T23:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Indiana Pacers,15,98,85,Pat Fraher,Mark Lindsay,Jason Goldenberg,0,1,
